Time,Mass (grams),Speed (rad/s)
0.007328033447265625,0.01702462196350097656,2.5
0.0074498653411865234,0.00759560012817382812,2.5
0.0075778961181640625,0.00942902088165283203,2.5
0.0077059268951416016,0.01938187789916992187,2.5
0.007810115814208984,0.00000000000000000000,2.5
0.007915019989013672,0.01073860764503479003,2.5
0.008018016815185547,0.02592980623245239257,2.5
0.008122920989990234,0.02278679847717285156,2.5
0.00824594497680664,-0.00942902088165283203,2.5
0.008357763290405273,-0.00680984878540039062,2.5
0.008462905883789062,0.00261917233467102050,2.5
0.008572816848754883,-0.00340492439270019531,2.5
0.008681058883666992,-0.01466736555099487304,2.5
0.00878596305847168,0.00680984878540039062,2.5
0.008912801742553711,0.00654793071746826171,2.5
0.009019851684570312,0.00471451044082641601,2.5
0.00912785530090332,-0.00314300680160522460,2.5
0.00923299789428711,0.01204819321632385253,2.5
0.009336709976196289,0.00392875862121582031,2.5
0.009439945220947266,0.01911995983123779296,2.5
0.009544849395751953,0.00183342075347900390,2.5
0.009653091430664062,-0.00733368301391601562,2.5
0.009759902954101562,0.00026191723346710205,2.5
0.00987386703491211,-0.01335777997970581054,2.5
0.010026931762695312,0.00026191723346710205,2.5
0.010137796401977539,-0.00052383446693420410,2.5
0.010249853134155273,-0.00288108940124511718,2.5
0.010359048843383789,-0.01466736555099487304,2.5
0.010467767715454102,-0.01335777997970581054,2.5
0.010576963424682617,-0.01231011033058166503,2.5
0.010681867599487305,0.00890518665313720703,2.5
0.010785102844238281,0.00523834466934204101,2.5
0.010890007019042969,0.01440544700622558593,2.5
0.01099705696105957,0.19381875991821289062,2.5
0.011101961135864258,0.40728130340576171875,2.5
0.011204957962036133,0.34992144107818603515,2.5
0.011310815811157227,0.17941331863403320312,2.5
0.011415958404541016,0.05683604240417480468,2.5
0.01151895523071289,0.17600839138031005859,2.5
0.011622905731201172,0.48899946212768554687,2.5
0.011726856231689453,0.62336301803588867187,2.5
0.011831998825073242,0.27370352745056152343,2.5
0.011941909790039062,-0.27579884529113769531,2.5
0.01204991340637207,-0.55762186050415039062,2.5
0.012157917022705078,-0.61419591903686523437,2.5
0.012266874313354492,-0.58826613426208496093,2.5
0.012376070022583008,-0.55552649497985839843,2.5
0.01248478889465332,-0.56862235069274902343,2.5
0.012593984603881836,-0.53038239479064941406,2.5
0.012701988220214844,-0.27265584468841552734,2.5
0.012806892395019531,0.08826610565185546875,2.5
0.012911796569824219,0.32006287574768066406,2.5
0.013017892837524414,0.36039810180664062500,2.5
0.013122797012329102,0.22524883747100830078,2.5
0.013226032257080078,0.10895757675170898437,2.5
0.013334035873413086,0.10843373489379882812,2.5
0.0187530517578125,0.23205866813659667968,2.5
0.11075782775878906,0.40675745010375976562,5.0
0.20267486572265625,0.42090101242065429687,7.5
0.2937657833099365,0.18072289466857910156,7.5
0.3857417106628418,-0.03954950332641601562,10.0
0.4778130054473877,0.00392875862121582031,12.5
0.5697758197784424,0.14222106933593750000,15.0
0.6617767810821533,0.18858041763305664062,17.5
0.7537648677825928,0.19722367286682128906,20.0
0.8457639217376709,0.14772131443023681640,22.5
0.9377579689025879,0.08093243598937988281,25.0
1.0297417640686035,0.02697747707366943359,27.5
1.1217470169067383,-0.08486119270324707031,30.0
1.2137410640716553,-0.15453118324279785156,32.5
1.30570387840271,-0.06940806388854980468,35.0
1.3977301120758057,0.12388684749603271484,35.0
1.4897229671478271,0.33315873146057128906,37.5
1.5817680358886719,0.48952331542968750000,40.0
1.6737160682678223,0.59979052543640136718,42.5
1.764711856842041,0.63043479919433593750,45.0
1.856794834136963,0.55159769058227539062,47.5
1.9487590789794922,0.51440548896789550781,50.0
2.040773868560791,0.58276586532592773437,52.5
2.1327550411224365,0.67181773185729980468,55.0
2.224745035171509,0.61367206573486328125,57.5
2.316710948944092,0.53588271141052246093,60.0
2.4087469577789307,0.39104244232177734375,62.5
2.5007359981536865,0.24960713386535644531,62.5
2.592725992202759,-0.04426401615142822265,65.0
2.6847307682037354,-0.60136198997497558593,67.5
2.7767460346221924,-1.24986910820007324218,70.0
2.868713855743408,-1.62545847892761230468,72.5
2.9607207775115967,-1.83158731460571289062,75.0
3.0527279376983643,-2.08171820640563964843,77.5
3.144723892211914,-2.44473552703857421875,80.0
3.2357239723205566,-2.86825580596923828125,82.5
3.3277361392974854,-3.29465699195861816406,85.0
3.419743061065674,-3.93373508453369140625,87.5
3.51173996925354,-4.78103733062744140625,90.0
3.603731870651245,-5.55578851699829101562,92.5
3.695729970932007,-6.13986396789550781250,92.5
3.787719964981079,-6.74201202392578125000,95.0
3.8797218799591064,-7.44761705398559570312,97.5
3.9717047214508057,-8.20927238464355468750,100.0
4.06373405456543,-9.05290794372558593750,102.5
4.15568995475769,-9.82320594787597656250,105.0
4.247714042663574,-10.48559474945068359375,107.5
4.339720964431763,-11.03509712219238281250,110.0
4.431697845458984,-11.59821987152099609375,112.5
4.5237040519714355,-12.57936096191406250000,115.0
4.614738941192627,-14.05736064910888671875,117.5
4.706759929656982,-15.57857608795166015625,120.0
4.798746824264526,-17.09560012817382812500,120.0
4.8906848430633545,-18.42063903808593750000,122.5
4.982716798782349,-19.64536476135253906250,125.0
5.074711084365845,-21.17024612426757812500,127.5
5.1667399406433105,-22.83577919006347656250,130.0
5.258718013763428,-24.67810440063476562500,132.5
5.3506388664245605,-26.55526542663574218750,135.0
5.4426398277282715,-28.31403923034667968750,137.5
5.534635066986084,-30.01231193542480468750,140.0
5.626667022705078,-31.62022209167480468750,142.5
5.7186548709869385,-33.44735717773437500000,145.0
5.810690879821777,-35.49581146240234375000,147.5
5.901740074157715,-37.63619995117187500000,147.5
5.9937217235565186,-39.80906295776367187500,150.0
6.085752725601196,-41.86668395996093750000,152.5
6.17773175239563,-43.84939956665039062500,155.0
6.2697060108184814,-46.07752990722656250000,157.5
6.361731767654419,-48.51859664916992187500,160.0
